player_id,first_name,last_name,age,email,country,gender,games,weekly_hours
122,Chaim,Clissell,33,cclissell3d@github.com,China,Male,Call of Duty: Modern Warfare,4.76
124,Conrade,Garham,34,cgarham3f@ed.gov,Luxembourg,Male,Grand Theft Auto V,128.13
129,Bess,Dikes,33,bdikes3k@icio.us,Sweden,Female,Overwatch,155.79
130,Ellerey,Viste,28,eviste3l@photobucket.com,France,Male,Super Mario Odyssey,88.45
132,Ewell,Waryk,30,ewaryk3n@google.com,Indonesia,Male,FIFA 20,160.92
135,Randal,Bailie,40,rbailie3q@cdc.gov,Indonesia,Male,Super Mario Odyssey,152.88
138,Esther,Di Giacomettino,22,edigiacomettino3t@tmall.com,France,Female,Grand Theft Auto V,5.95
139,Dallas,Foxten,33,dfoxten3u@smugmug.com,Philippines,Female,Grand Theft Auto V,108.69
140,Grace,Hughes,30,ghughes3v@tamu.edu,Indonesia,Male,Super Mario Odyssey,51.45
141,Broddie,Dungee,37,bdungee3w@github.io,China,Male,Minecraft,140.14
142,Armando,Marwick,45,amarwick3x@intel.com,China,Male,Super Mario Odyssey,57.01
144,Vivian,Farnon,18,vfarnon3z@webmd.com,Armenia,Female,The Legend of Zelda: Breath of the Wild,61.91
145,Nicky,Stuckley,21,nstuckley40@scribd.com,Indonesia,Male,Fortnite,138.09
149,Coleman,Caudray,34,ccaudray44@cnbc.com,Tunisia,Male,Minecraft,146.75
152,Alphonso,Reames,26,areames47@odnoklassniki.ru,China,Male,Call of Duty: Modern Warfare,123.52
155,Oberon,Korneluk,41,okorneluk4a@boston.com,Indonesia,Male,Super Mario Odyssey,52.69
158,Aubrie,Enrrico,21,aenrrico4d@taobao.com,Brazil,Female,Assassin's Creed Odyssey,79.83
166,Kerrin,Burberye,35,kburberye4l@tripod.com,China,Female,Fortnite,68.16
169,Damita,Bassingden,29,dbassingden4o@theglobeandmail.com,Philippines,Female,Minecraft,48.31
170,Urbanus,Haney`,35,uhaney4p@ameblo.jp,Argentina,Male,Grand Theft Auto V,57.11
174,Sybil,Jovis,23,sjovis4t@dedecms.com,Indonesia,Female,Assassin's Creed Odyssey,67.71
176,Viviyan,Garter,26,vgarter4v@adobe.com,Botswana,Female,Red Dead Redemption 2,98.13
178,Skylar,Penrith,24,spenrith4x@webnode.com,Argentina,Male,Super Mario Odyssey,167.52
181,Fitz,Vyse,39,fvyse50@disqus.com,Thailand,Male,Call of Duty: Modern Warfare,38.55
182,Hortense,Rushton,27,hrushton51@plala.or.jp,Sweden,Female,Super Mario Odyssey,93.5
183,Roosevelt,Brackenridge,44,rbrackenridge52@boston.com,Ukraine,Male,Assassin's Creed Odyssey,29.38
184,Bartholemy,Michelmore,38,bmichelmore53@discuz.net,Thailand,Male,Red Dead Redemption 2,0.18
186,Cordie,Bomfield,22,cbomfield55@bloglines.com,Poland,Female,Red Dead Redemption 2,85.91
188,Laurella,Abatelli,45,labatelli57@globo.com,United Arab Emirates,Female,Call of Duty: Modern Warfare,165.5
192,Terencio,Denziloe,21,tdenziloe5b@walmart.com,Mauritius,Male,FIFA 20,56.78
193,Anet,Elner,25,aelner5c@engadget.com,China,Female,Minecraft,130.83
198,Gran,Stembridge,45,gstembridge5h@ask.com,France,Male,Assassin's Creed Odyssey,137.71
200,Margot,Dourin,36,mdourin5j@princeton.edu,Canada,Female,Assassin's Creed Odyssey,51.49
202,Dermot,Sandeman,36,dsandeman5l@reddit.com,China,Male,Minecraft,10.81
204,Evanne,Greetland,43,egreetland5n@mediafire.com,Japan,Female,Call of Duty: Modern Warfare,127.79
205,Nerita,Earlam,19,nearlam5o@businessweek.com,China,Female,Assassin's Creed Odyssey,136.94
207,Rob,Dautry,19,rdautry5q@woothemes.com,China,Male,Assassin's Creed Odyssey,64.53
209,Kain,Runciman,35,krunciman5s@usa.gov,China,Male,The Legend of Zelda: Breath of the Wild,125.58
211,Elonore,Hablet,42,ehablet5u@geocities.com,Indonesia,Female,Red Dead Redemption 2,144.98
219,Daveen,Camelin,18,dcamelin62@wikimedia.org,Poland,Female,Overwatch,106.11
220,Amii,Halladey,24,ahalladey63@japanpost.jp,Honduras,Female,Fortnite,104.8
222,Roxie,Hatwell,26,rhatwell65@wordpress.com,Russia,Female,Fortnite,13.18
223,Willey,Scowen,23,wscowen66@prlog.org,Russia,Male,The Legend of Zelda: Breath of the Wild,84.29
227,Vasily,Hannum,22,vhannum6a@networkadvertising.org,Japan,Male,Grand Theft Auto V,144.4
228,Broderick,Gant,27,bgant6b@ow.ly,Thailand,Male,The Legend of Zelda: Breath of the Wild,50.43
233,Jaime,Ricardo,35,jricardo6g@chron.com,Estonia,Male,Red Dead Redemption 2,118.89
236,Husain,Levane,40,hlevane6j@slideshare.net,Sweden,Male,Red Dead Redemption 2,52.31
237,Karel,McGibbon,20,kmcgibbon6k@bloglovin.com,Indonesia,Female,Call of Duty: Modern Warfare,149.67
238,Damon,Berthomieu,29,dberthomieu6l@lycos.com,Palestinian Territory,Male,Grand Theft Auto V,128.44
241,Claire,Parlett,26,cparlett6o@xing.com,China,Female,Grand Theft Auto V,31.96
242,Werner,Jakoviljevic,43,wjakoviljevic6p@wikipedia.org,Canada,Male,Super Mario Odyssey,55.87
243,Isac,Gutsell,19,igutsell6q@chron.com,China,Male,Super Mario Odyssey,131.88
245,Hailee,Caldero,40,hcaldero6s@webmd.com,Zambia,Female,The Legend of Zelda: Breath of the Wild,138.34
247,Roselin,Orbell,39,rorbell6u@yelp.com,France,Female,Assassin's Creed Odyssey,146.73
249,Kevin,Attwoul,36,kattwoul6w@woothemes.com,Sweden,Male,Grand Theft Auto V,132.58
252,Currie,Gershom,19,cgershom6z@unicef.org,Burundi,Male,The Legend of Zelda: Breath of the Wild,126.59
256,Chris,Jest,37,cjest73@thetimes.co.uk,Democratic Republic of the Congo,Female,Red Dead Redemption 2,80.72
262,Emmet,Everil,26,eeveril79@usa.gov,China,Male,Super Mario Odyssey,41.79
263,Una,Clague,35,uclague7a@redcross.org,Senegal,Female,The Legend of Zelda: Breath of the Wild,14.57
265,Brigg,Shippard,23,bshippard7c@imageshack.us,Indonesia,Male,Fortnite,22.64
270,Jodi,Nelsen,40,jnelsen7h@yellowbook.com,Czech Republic,Male,FIFA 20,48.96
273,Nestor,Argont,37,nargont7k@sourceforge.net,Honduras,Male,Super Mario Odyssey,55.22
275,Paddy,Sabbatier,32,psabbatier7m@networksolutions.com,Indonesia,Male,The Legend of Zelda: Breath of the Wild,43.27
281,Tisha,Norley,21,tnorley7s@g.co,Indonesia,Female,Assassin's Creed Odyssey,116.45
283,Janka,Attwooll,37,jattwooll7u@reverbnation.com,Peru,Female,Grand Theft Auto V,27.01
286,Byron,Mussettini,35,bmussettini7x@hibu.com,Philippines,Male,Overwatch,109.37
288,Tymon,Bake,36,tbake7z@wsj.com,Peru,Male,Grand Theft Auto V,81.59
292,Bartolemo,O'Kenny,41,bokenny83@discovery.com,China,Male,The Legend of Zelda: Breath of the Wild,0.96
294,Nataniel,de Nore,26,ndenore85@digg.com,Slovenia,Male,FIFA 20,45.16
295,Quintus,Handrick,30,qhandrick86@springer.com,China,Male,Red Dead Redemption 2,15.26
298,Emelia,Scocroft,36,escocroft89@npr.org,South Africa,Female,Minecraft,81.51
300,Selestina,Goff,18,sgoff8b@bbb.org,Czech Republic,Female,Red Dead Redemption 2,16.65
301,Rebecca,Dunnet,43,rdunnet8c@amazon.com,Indonesia,Female,Fortnite,138.0
302,Evan,Alexis,20,ealexis8d@bloglovin.com,Cuba,Male,FIFA 20,100.14
303,Erda,Luce,43,eluce8e@feedburner.com,Morocco,Female,Call of Duty: Modern Warfare,31.81
307,Ric,Radki,41,rradki8i@harvard.edu,Dominican Republic,Male,Fortnite,44.14
311,Nerita,Vieyra,43,nvieyra8m@psu.edu,Indonesia,Female,Red Dead Redemption 2,3.81
314,Sheelagh,Polsin,31,spolsin8p@wordpress.com,Japan,Female,The Legend of Zelda: Breath of the Wild,123.01
315,Felice,Durnan,36,fdurnan8q@amazon.de,Indonesia,Male,Red Dead Redemption 2,119.5
316,Sibylla,Ibotson,21,sibotson8r@bbb.org,Pakistan,Female,Grand Theft Auto V,3.81
317,Sebastiano,Domney,45,sdomney8s@simplemachines.org,China,Male,Red Dead Redemption 2,113.14
323,Liuka,Piscopello,20,lpiscopello8y@ustream.tv,Russia,Female,Assassin's Creed Odyssey,95.55
324,Jourdain,Roxburch,39,jroxburch8z@wordpress.org,France,Male,The Legend of Zelda: Breath of the Wild,14.72
325,Ransell,Phittiplace,18,rphittiplace90@people.com.cn,Czech Republic,Male,The Legend of Zelda: Breath of the Wild,81.17
326,Viole,Paddison,30,vpaddison91@creativecommons.org,Indonesia,Female,Overwatch,52.4
333,Benita,Rousel,36,brousel98@nbcnews.com,Vietnam,Female,Call of Duty: Modern Warfare,145.05
334,Kinna,Dionisi,28,kdionisi99@ibm.com,Canada,Female,Red Dead Redemption 2,6.0
335,Cherie,Cordsen,41,ccordsen9a@bing.com,China,Female,FIFA 20,15.78
339,Simone,Shearston,36,sshearston9e@shinystat.com,Russia,Male,Overwatch,79.7
341,Berky,Camamill,35,bcamamill9g@mashable.com,Cameroon,Male,Grand Theft Auto V,4.42
342,Sophey,Anger,29,sanger9h@constantcontact.com,Sweden,Female,The Legend of Zelda: Breath of the Wild,122.8
344,Teddy,Henaughan,41,thenaughan9j@senate.gov,Vietnam,Female,FIFA 20,43.75
346,Tripp,Crees,34,tcrees9l@topsy.com,Indonesia,Male,Red Dead Redemption 2,142.11
348,Jackson,Sheara,34,jsheara9n@microsoft.com,Latvia,Male,Fortnite,26.54
353,Roderich,Bene,31,rbene9s@mayoclinic.com,Russia,Male,Fortnite,122.16
354,Ruddie,Burstow,21,rburstow9t@un.org,China,Male,Red Dead Redemption 2,107.21
356,Wat,Haydney,39,whaydney9v@last.fm,Canada,Male,Minecraft,88.16
357,Weidar,Scholes,25,wscholes9w@stumbleupon.com,Sweden,Male,Call of Duty: Modern Warfare,31.74
358,Rae,Laskey,33,rlaskey9x@symantec.com,Indonesia,Female,Overwatch,29.21
364,Agna,Ley,30,aleya3@jugem.jp,Indonesia,Female,Super Mario Odyssey,19.07
365,Corney,Radnage,18,cradnagea4@opera.com,Uganda,Male,Red Dead Redemption 2,162.28
366,Faunie,Grinin,20,fgrinina5@go.com,Germany,Female,Assassin's Creed Odyssey,85.11
367,Myrle,Chong,36,mchonga6@google.fr,Poland,Female,The Legend of Zelda: Breath of the Wild,17.67
369,Walther,Garfirth,18,wgarfirtha8@e-recht24.de,Sweden,Male,Fortnite,127.15
370,Sholom,Tewkesbury.,24,stewkesburya9@ibm.com,Thailand,Male,Grand Theft Auto V,45.6
372,Ly,Fowler,37,lfowlerab@mlb.com,Vietnam,Male,Overwatch,158.57
373,Colin,Lyokhin,37,clyokhinac@who.int,China,Male,Super Mario Odyssey,13.47
375,Huberto,Novotna,30,hnovotnaae@mtv.com,Philippines,Male,Assassin's Creed Odyssey,64.85
376,Nevins,Alderwick,29,nalderwickaf@hubpages.com,Philippines,Male,The Legend of Zelda: Breath of the Wild,21.76
378,Quintina,Corssen,41,qcorssenah@cnet.com,Peru,Female,Call of Duty: Modern Warfare,120.27
380,Amanda,Swann,26,aswannaj@wp.com,Indonesia,Female,Minecraft,55.23
382,Julietta,Prew,21,jprewal@cloudflare.com,Poland,Female,Red Dead Redemption 2,31.21
383,Leanora,McClinton,34,lmcclintonam@bravesites.com,Poland,Female,Red Dead Redemption 2,32.63
385,Georgy,McKeney,19,gmckeneyao@cloudflare.com,China,Male,Fortnite,53.68
386,Ophelie,Filimore,37,ofilimoreap@irs.gov,Sweden,Female,Minecraft,0.82
388,Dale,Eayrs,45,deayrsar@nyu.edu,Russia,Male,Assassin's Creed Odyssey,80.98
389,Sharron,Geoghegan,25,sgeogheganas@tuttocitta.it,China,Female,Grand Theft Auto V,31.85
390,Merl,Middlemass,33,mmiddlemassat@tripod.com,Tunisia,Female,The Legend of Zelda: Breath of the Wild,142.14
395,Jamil,Rawles,38,jrawlesay@multiply.com,Indonesia,Male,Grand Theft Auto V,57.64
398,Jan,Bruckent,40,jbruckentb1@upenn.edu,Indonesia,Male,Minecraft,75.51
399,Lucio,Koenraad,37,lkoenraadb2@goo.gl,China,Male,Assassin's Creed Odyssey,120.8
401,Alisander,Margetson,35,amargetsonb4@nationalgeographic.com,South Africa,Male,Red Dead Redemption 2,79.89
404,Nye,Waterstone,38,nwaterstoneb7@latimes.com,Yemen,Male,FIFA 20,66.97
408,Philippe,Purveys,35,ppurveysbb@vinaora.com,Portugal,Female,Red Dead Redemption 2,13.19
409,Hewitt,Davidowich,39,hdavidowichbc@sourceforge.net,China,Male,Call of Duty: Modern Warfare,8.23
414,Damian,Cogin,37,dcoginbh@about.me,Brazil,Male,Super Mario Odyssey,86.22
421,Rolph,Vasler,20,rvaslerbo@altervista.org,China,Male,FIFA 20,68.65
422,Claudianus,Doncom,25,cdoncombp@ycombinator.com,China,Male,Fortnite,24.95
423,Cassandre,Veelers,44,cveelersbq@economist.com,China,Female,The Legend of Zelda: Breath of the Wild,5.76
424,Lorrayne,Steade,19,lsteadebr@facebook.com,Canada,Female,Overwatch,75.33
426,Adolpho,Fiander,41,afianderbt@cam.ac.uk,Philippines,Male,Super Mario Odyssey,146.39
431,Stanly,Housden,40,shousdenby@ow.ly,Portugal,Male,Minecraft,146.94
432,Dixie,Santora,18,dsantorabz@timesonline.co.uk,Russia,Female,FIFA 20,123.51
435,Lorrin,Giraudot,32,lgiraudotc2@dedecms.com,Bosnia and Herzegovina,Female,Red Dead Redemption 2,131.78
447,Freedman,Moy,44,fmoyce@unicef.org,Cameroon,Male,Assassin's Creed Odyssey,77.2
448,Gabbey,Cuckoo,44,gcuckoocf@gov.uk,Ukraine,Female,Red Dead Redemption 2,142.06
450,Roddie,Russ,23,rrussch@washington.edu,China,Male,Call of Duty: Modern Warfare,131.25
451,Nikolaos,Cully,31,ncullyci@house.gov,United States,Male,Overwatch,58.62
454,Gregorio,Ratie,18,gratiecl@hostgator.com,Thailand,Male,Assassin's Creed Odyssey,42.9
455,Vivyan,Elwell,43,velwellcm@yahoo.com,Czech Republic,Female,Super Mario Odyssey,111.63
456,Berty,Clulow,21,bclulowcn@furl.net,Guam,Male,Fortnite,85.41
459,Ulick,McKinna,43,umckinnacq@google.com.au,Brazil,Male,Grand Theft Auto V,63.74
460,Andrea,Savill,18,asavillcr@cbslocal.com,Russia,Male,Overwatch,146.36
462,Von,Grainger,18,vgraingerct@huffingtonpost.com,Philippines,Male,Call of Duty: Modern Warfare,103.1
466,Kelcy,Arnaudon,30,karnaudoncx@163.com,Slovenia,Female,The Legend of Zelda: Breath of the Wild,115.88
467,Aaren,Shenton,29,ashentoncy@nsw.gov.au,Vietnam,Female,Minecraft,92.89
468,Barbette,Elintune,23,belintunecz@independent.co.uk,Morocco,Female,Super Mario Odyssey,81.19
469,Maurie,Cutten,29,mcuttend0@wsj.com,Japan,Male,Assassin's Creed Odyssey,68.15
470,Blinny,Troker,27,btrokerd1@arizona.edu,Serbia,Female,Red Dead Redemption 2,89.72
472,Catha,Amsberger,40,camsbergerd3@addtoany.com,China,Female,The Legend of Zelda: Breath of the Wild,72.21
473,Rey,Gilhool,37,rgilhoold4@barnesandnoble.com,Russia,Male,Assassin's Creed Odyssey,27.24
477,Hugues,Arbuckel,43,harbuckeld8@usgs.gov,Poland,Male,Minecraft,23.74
478,Kendrick,Lahive,24,klahived9@phpbb.com,Chad,Male,The Legend of Zelda: Breath of the Wild,47.32
482,Marie-jeanne,Vince,30,mvincedd@wp.com,Nigeria,Female,Overwatch,9.66
483,Shelagh,Skeen,42,sskeende@nih.gov,Philippines,Female,Minecraft,137.22
484,Sella,Pigeram,21,spigeramdf@pagesperso-orange.fr,Bolivia,Female,Grand Theft Auto V,105.29
486,Marilee,Huscroft,28,mhuscroftdh@youtu.be,Brazil,Female,Grand Theft Auto V,87.58
487,Marlowe,Shenfish,34,mshenfishdi@freewebs.com,Sweden,Male,Fortnite,0.69
488,Tadd,Gostick,25,tgostickdj@elpais.com,Peru,Male,Call of Duty: Modern Warfare,56.47
491,Clari,Scemp,27,cscempdm@newyorker.com,Sweden,Female,Red Dead Redemption 2,13.81
493,Arvie,Gentric,23,agentricdo@cam.ac.uk,Japan,Male,The Legend of Zelda: Breath of the Wild,71.63
498,Cary,Chinge,29,cchingedt@theguardian.com,Ukraine,Female,Assassin's Creed Odyssey,107.07
499,Rhea,Britland,44,rbritlanddu@nsw.gov.au,Austria,Female,Fortnite,75.56
500,Evin,Fendlen,22,efendlendv@myspace.com,China,Male,FIFA 20,51.33
501,Amby,Lorne,43,alornedw@elegantthemes.com,Philippines,Male,Assassin's Creed Odyssey,122.69
507,Buffy,Arundale,20,barundalee2@weather.com,Sweden,Female,FIFA 20,78.07
510,Donavon,Mansel,20,dmansele5@360.cn,Sweden,Male,The Legend of Zelda: Breath of the Wild,80.01
512,Khalil,Thoma,28,kthomae7@wikia.com,Albania,Male,Call of Duty: Modern Warfare,5.42
514,Katlin,Milksop,41,kmilksope9@ted.com,Samoa,Female,Red Dead Redemption 2,158.31
519,Garrard,Vannoort,42,gvannoortee@1688.com,Tajikistan,Male,Super Mario Odyssey,34.07
520,Ulrick,Frogley,33,ufrogleyef@cnn.com,Ukraine,Male,Super Mario Odyssey,142.36
522,Palmer,Ouchterlony,40,pouchterlonyeh@godaddy.com,Turkey,Male,Grand Theft Auto V,124.97
523,Tedd,Waldren,33,twaldrenei@hostgator.com,Serbia,Male,Overwatch,9.85
526,Rock,Bosward,36,rboswardel@over-blog.com,Indonesia,Male,Grand Theft Auto V,159.83
527,Basilius,Basnett,28,bbasnettem@twitter.com,Indonesia,Male,Fortnite,85.08
535,Boyce,MacClure,38,bmacclureeu@ask.com,United States,Male,Fortnite,40.93
537,Casi,Claypoole,23,cclaypooleew@wunderground.com,Spain,Female,FIFA 20,51.39
540,Holly,Ivashechkin,27,hivashechkinez@biblegateway.com,Indonesia,Male,Fortnite,71.97
541,Jermayne,Wileman,23,jwilemanf0@vk.com,Russia,Male,Red Dead Redemption 2,93.82
544,Bertina,Wheeliker,41,bwheelikerf3@wix.com,China,Female,Minecraft,49.78
550,Karalynn,Damiral,42,kdamiralf9@bloomberg.com,Sweden,Female,Call of Duty: Modern Warfare,70.09
554,Quinn,Dabell,26,qdabellfd@zdnet.com,France,Male,Red Dead Redemption 2,93.17
555,Hernando,Terris,22,hterrisfe@noaa.gov,Indonesia,Male,Call of Duty: Modern Warfare,32.83
558,Jordan,Davidesco,25,jdavidescofh@aol.com,Indonesia,Male,FIFA 20,14.58
559,Theo,Dalling,43,tdallingfi@weather.com,Serbia,Female,Super Mario Odyssey,88.23
563,Edi,Impy,38,eimpyfm@qq.com,Indonesia,Female,The Legend of Zelda: Breath of the Wild,155.92
565,Allistir,Skully,25,askullyfo@forbes.com,China,Male,Assassin's Creed Odyssey,66.16
569,Dyann,Greenlies,31,dgreenliesfs@squarespace.com,Syria,Female,Call of Duty: Modern Warfare,30.07
574,John,Trethowan,20,jtrethowanfx@rakuten.co.jp,Bolivia,Male,FIFA 20,15.45
577,Ulberto,Bonome,33,ubonomeg0@mlb.com,Spain,Male,Fortnite,92.84
578,Cornela,Feldhorn,23,cfeldhorng1@mozilla.org,Indonesia,Female,FIFA 20,156.57
579,Renata,Butterick,35,rbutterickg2@time.com,Maldives,Female,Super Mario Odyssey,62.74
580,Ginelle,Shovelin,23,gshoveling3@senate.gov,Sweden,Female,Assassin's Creed Odyssey,159.38
583,Andra,Gradwell,45,agradwellg6@canalblog.com,Russia,Female,Fortnite,49.27
585,Anabelle,Muschette,19,amuschetteg8@cbslocal.com,Russia,Female,FIFA 20,160.24
586,Kerry,Lent,29,klentg9@oaic.gov.au,Denmark,Male,Super Mario Odyssey,104.71
587,Teodor,Chaize,36,tchaizega@nba.com,China,Male,Call of Duty: Modern Warfare,73.96
589,Carly,Shord,22,cshordgc@netvibes.com,Cuba,Male,Fortnite,130.17
590,Jasun,Hulse,31,jhulsegd@goodreads.com,Sweden,Male,Grand Theft Auto V,153.23
592,Doyle,Guiduzzi,26,dguiduzzigf@bizjournals.com,Sierra Leone,Male,The Legend of Zelda: Breath of the Wild,121.42
593,Ophelia,Aucock,38,oaucockgg@studiopress.com,China,Female,Grand Theft Auto V,113.05
595,Payton,Waberer,25,pwaberergi@walmart.com,Denmark,Male,Super Mario Odyssey,52.99
596,Raoul,Janicijevic,36,rjanicijevicgj@netlog.com,Croatia,Male,FIFA 20,14.91
597,Rina,Antram,42,rantramgk@altervista.org,China,Female,Super Mario Odyssey,118.9
599,Cortney,Beagen,29,cbeagengm@jimdo.com,China,Female,The Legend of Zelda: Breath of the Wild,74.92
603,Demetris,Cheasman,45,dcheasmangq@jiathis.com,Sweden,Female,Assassin's Creed Odyssey,149.26
604,Vanni,Mosen,36,vmosengr@ebay.com,China,Female,FIFA 20,160.31
606,Marten,Gohier,36,mgohiergt@geocities.com,Ukraine,Male,Overwatch,74.41
608,Kalie,Rosander,31,krosandergv@360.cn,Portugal,Female,Fortnite,31.55
609,Douglas,Benkhe,42,dbenkhegw@howstuffworks.com,New Zealand,Male,Overwatch,117.18
615,Worthy,MacIllrick,29,wmacillrickh2@hubpages.com,China,Male,Super Mario Odyssey,130.08
619,Egbert,Noller,34,enollerh6@walmart.com,Brazil,Male,Grand Theft Auto V,30.7
620,Mandy,McClymont,29,mmcclymonth7@alibaba.com,Czech Republic,Female,Super Mario Odyssey,23.29
621,Amabel,Bisgrove,27,abisgroveh8@webeden.co.uk,Greece,Female,Super Mario Odyssey,48.69
622,Gilbert,Mace,19,gmaceh9@twitpic.com,Russia,Male,Fortnite,3.74
626,Star,Dace,21,sdacehd@privacy.gov.au,Indonesia,Female,Minecraft,137.44
629,Clem,Mence,21,cmencehg@washingtonpost.com,Jamaica,Male,Grand Theft Auto V,32.76
630,Berkie,Houtbie,31,bhoutbiehh@blog.com,Russia,Male,The Legend of Zelda: Breath of the Wild,96.54
631,Jaynell,Hug,31,jhughi@multiply.com,China,Female,Fortnite,4.6
633,Natale,Tweddell,18,ntweddellhk@princeton.edu,Vietnam,Male,Grand Theft Auto V,38.55
634,Geri,Shortan,38,gshortanhl@opensource.org,Nigeria,Female,Assassin's Creed Odyssey,125.03
637,Hirsch,Koppke,42,hkoppkeho@clickbank.net,China,Male,Red Dead Redemption 2,139.93
638,Chevalier,Fabbro,39,cfabbrohp@domainmarket.com,France,Male,Fortnite,45.6
641,Jacquie,Ferreiro,25,jferreirohs@chron.com,Peru,Female,The Legend of Zelda: Breath of the Wild,82.16
645,Giorgi,Blowick,32,gblowickhw@yahoo.com,Philippines,Male,FIFA 20,81.12
646,Randi,Local,25,rlocalhx@hugedomains.com,Portugal,Male,Overwatch,47.75
650,Cooper,Gillet,22,cgilleti1@homestead.com,Sweden,Male,The Legend of Zelda: Breath of the Wild,57.95
653,Helena,Birdsall,28,hbirdsalli4@canalblog.com,China,Female,Overwatch,14.07
